emp_no,first_name,last_name,birth_date,title,dept_name
411906,Anneli,Pappas,1965-02-01,Engineer,Development
412315,Geoff,Peck,1965-01-02,Staff,Sales
412404,Mitsuyuki,Jeansoulin,1965-01-15,Senior Engineer,Production
412757,Leen,Peak,1965-01-03,Engineer,Development
413098,Hsiangchu,Taubenfeld,1965-01-26,Staff,Research
413205,Mototsugu,Prampolini,1965-01-09,Senior Staff,Sales
413554,Elvia,Schwartzburd,1965-01-20,Engineer,Quality Management
413666,Remco,Duclos,1965-01-05,Staff,Finance
413729,Harjit,Ernst,1965-01-02,Technique Leader,Development
413831,Mohamadou,Grabner,1965-01-09,Senior Staff,Customer Service
413832,Marco,Jahnichen,1965-01-24,Senior Staff,Human Resources
414027,Tadanori,Msuda,1965-01-31,Senior Engineer,Production
414091,Wuxu,Kuhnemann,1965-01-17,Engineer,Development
414461,Somnath,Bierbaum,1965-01-22,Senior Staff,Marketing
414543,Bernd,Anick,1965-01-03,Senior Engineer,Production
414551,Elliott,Copas,1965-01-22,Engineer,Development
414662,Ipke,Schneeberger,1965-01-21,Engineer,Development
414714,Chinho,Delgrande,1965-01-06,Senior Staff,Research
414808,Aris,Sambasivam,1965-01-05,Engineer,Development
414814,Dayanand,Wielonsky,1965-01-28,Staff,Customer Service
414897,Juyoung,Willoner,1965-01-17,Staff,Sales
414922,Prasadram,Piazza,1965-01-20,Engineer,Production
415187,Juyoung,Peltason,1965-01-03,Assistant Engineer,Production
415234,Ewing,Baak,1965-01-28,Engineer,Development
415338,Shigeo,Emmart,1965-01-22,Assistant Engineer,Production
415363,Conal,Shackell,1965-01-19,Staff,Sales
415563,Mrinalini,Bierbaum,1965-01-21,Senior Engineer,Development
416074,Alain,Lieberherr,1965-01-08,Senior Engineer,Development
416383,Nectarios,Itschner,1965-01-29,Senior Engineer,Development
416420,Adamantios,Heemskerk,1965-01-22,Senior Staff,Sales
416455,Laurentiu,Morton,1965-01-22,Engineer,Production
416492,Kannan,Meriste,1965-01-15,Senior Engineer,Development
416660,Nathalie,Luke,1965-01-28,Senior Engineer,Development
416720,Tokuyasu,Xiaoshan,1965-01-14,Engineer,Production
416877,Gio,Orsini,1965-01-02,Staff,Marketing
416892,Shooichi,Vandervoorde,1965-01-03,Engineer,Production
417128,Valeska,Rosenbaum,1965-01-26,Senior Engineer,Development
417435,Bouchung,Zaumen,1965-01-03,Senior Staff,Sales
418239,Josyula,Motley,1965-01-03,Senior Engineer,Development
418247,Oscar,Oppitz,1965-01-08,Senior Staff,Marketing
418298,Arvin,Pusterhofer,1965-01-08,Engineer,Production
418309,Danel,Petereit,1965-01-24,Senior Engineer,Production
418380,Kazuhiko,Gornas,1965-01-02,Senior Engineer,Production
418566,Kazuhide,Snedden,1965-01-27,Senior Engineer,Production
418606,Michaela,Otillio,1965-01-11,Engineer,Production
418689,Gino,Uehara,1965-01-07,Senior Staff,Marketing
418717,Arunachalam,Magliocco,1965-01-20,Staff,Sales
418860,Ymte,Dalton,1965-02-01,Staff,Marketing
419099,Heon,Broomell,1965-01-15,Staff,Sales
419388,Nikolaos,Bamford,1965-01-22,Senior Engineer,Development
419953,Ung,Orlowski,1965-01-29,Staff,Marketing
420086,Susuma,Kitsuregawa,1965-01-27,Senior Engineer,Development
420476,Mariangiola,Bolsens,1965-01-28,Staff,Customer Service
420557,Mabhin,Eastman,1965-01-06,Senior Staff,Sales
420599,Hidde,Riexinger,1965-01-02,Senior Engineer,Quality Management
420681,Atilio,Rajala,1965-01-10,Technique Leader,Development
420694,Frazer,Barbanera,1965-01-19,Senior Staff,Research
420732,Willard,Morrin,1965-01-06,Staff,Marketing
420759,Raimond,Solovay,1965-01-04,Staff,Sales
420765,Shawna,Krider,1965-01-17,Senior Staff,Sales
420877,Khosrow,Erez,1965-01-29,Senior Staff,Finance
420921,Niranjan,Lamba,1965-01-30,Staff,Sales
421022,Shigeaki,Butner,1965-01-26,Senior Staff,Sales
421033,Garnik,Randt,1965-01-14,Staff,Sales
421039,Aemilian,Zedlitz,1965-01-28,Engineer,Development
421074,Zhaofang,Falster,1965-01-07,Senior Staff,Sales
421312,Mariangiola,Bashian,1965-01-13,Engineer,Development
421384,Renny,Bednarek,1965-01-02,Senior Staff,Human Resources
421755,Shichao,Thiria,1965-01-03,Assistant Engineer,Production
422146,Kenton,Miara,1965-01-08,Engineer,Development
422263,Abdulah,Remmele,1965-01-06,Staff,Finance
422450,Junichi,Rubsam,1965-01-04,Senior Engineer,Development
422783,Jagoda,Uhrig,1965-01-18,Engineer,Production
423038,Takushi,Strehl,1965-01-20,Senior Staff,Sales
423204,Uma,Stranks,1965-01-08,Senior Staff,Sales
423208,Joydip,Krone,1965-01-19,Engineer,Development
423214,Tsutomu,Tetzlaff,1965-01-31,Staff,Finance
423327,Constantijn,Lichtman,1965-01-27,Staff,Sales
423350,Heping,Monarch,1965-01-04,Senior Staff,Sales
423516,Wojceich,Butterworth,1965-01-02,Senior Engineer,Quality Management
423633,Mariusz,Tokunaga,1965-01-30,Senior Engineer,Development
423993,Seshu,Kolvik,1965-01-01,Technique Leader,Development
424569,Danco,Luff,1965-01-14,Engineer,Development
424584,Kagan,Dredge,1965-02-01,Senior Engineer,Development
424685,Changho,Veevers,1965-01-10,Senior Staff,Finance
424714,Nathan,Vendrig,1965-01-10,Engineer,Development
424797,Theron,Itschner,1965-01-19,Senior Staff,Sales
424805,Jacqueline,Zallocco,1965-01-24,Senior Staff,Sales
424845,Salvador,Peres,1965-01-01,Staff,Production
424930,Xuejun,Reeker,1965-01-19,Staff,Human Resources
424984,Vasilis,Waleschkowski,1965-01-11,Engineer,Development
425437,Moni,Staudhammer,1965-01-03,Engineer,Development
425535,Alagu,Vieri,1965-01-18,Senior Staff,Marketing
425540,Paddy,Zumaque,1965-01-03,Senior Staff,Finance
425757,Yongdong,Jiang,1965-01-18,Senior Staff,Production
425780,Paris,Range,1965-01-15,Staff,Sales
425830,Guther,Conia,1965-01-30,Engineer,Development
425875,Jahangir,Kroft,1965-01-19,Staff,Sales
426153,Shahaf,Luce,1965-01-16,Senior Staff,Sales
426168,Kaijung,Mateescu,1965-01-10,Staff,Finance
426228,Supot,Badache,1965-01-17,Engineer,Development
426235,Danco,Rajala,1965-01-31,Staff,Human Resources
426611,Serap,Bahi,1965-01-29,Engineer,Development
426644,Zejun,Broomell,1965-01-13,Senior Engineer,Production
426683,Xudong,Muntz,1965-01-03,Engineer,Production
426706,Karsten,Kawashima,1965-01-07,Engineer,Production
426795,Huican,Lunn,1965-01-07,Senior Staff,Customer Service
426818,Gaurav,Fendler,1965-01-21,Staff,Customer Service
426819,Sandeepan,Kulisch,1965-01-13,Engineer,Production
426824,Gopalakrishnan,Mawatari,1965-01-25,Staff,Customer Service
426958,Weijing,Viele,1965-01-19,Engineer,Production
427313,Utpal,Kemmerer,1965-01-31,Senior Staff,Research
427320,Mamdouh,Ramamoorthy,1965-01-13,Senior Engineer,Development
427332,Feiyu,Hemaspaandra,1965-01-20,Staff,Customer Service
427571,Torsten,Ranta,1965-01-20,Engineer,Development
427659,Mariusz,Ritcey,1965-01-27,Engineer,Production
427776,Jaques,Navazio,1965-01-25,Staff,Finance
427805,Haldun,Compeau,1965-01-21,Senior Staff,Finance
427823,Jaques,Gecsei,1965-01-18,Staff,Customer Service
427852,Adil,Kieras,1965-01-02,Senior Engineer,Production
428082,Ronghao,Alpin,1965-01-09,Senior Staff,Human Resources
428160,Jamaludin,Kalorkoti,1965-01-12,Staff,Marketing
428195,Hatsukazu,Rosca,1965-01-11,Staff,Human Resources
428219,Ghassan,Androutsos,1965-01-21,Staff,Sales
428235,Chenyi,Demian,1965-01-17,Senior Engineer,Quality Management
428294,Nimmagadda,Kusakari,1965-01-13,Engineer,Development
428917,Theron,Billawala,1965-01-23,Senior Engineer,Development
429040,Bader,Detkin,1965-01-22,Staff,Finance
429087,Hugh,Senzako,1965-01-27,Technique Leader,Quality Management
429231,Kazuyasu,Schmiedel,1965-01-09,Senior Staff,Sales
429238,Mona,Luck,1965-01-29,Senior Staff,Sales
429249,Alassane,Wolniewicz,1965-01-28,Engineer,Research
429316,Seshu,Hiraishi,1965-01-08,Staff,Finance
429381,Limsoon,Roohalamini,1965-01-06,Senior Staff,Sales
429419,Adas,Chinen,1965-01-13,Staff,Research
429481,Subhada,Emmerich,1965-01-09,Engineer,Development
429520,Yongqiao,Francisci,1965-01-06,Engineer,Quality Management
429532,Bartek,Vendrig,1965-01-25,Senior Staff,Sales
429553,Tadanori,Fujisawa,1965-01-12,Technique Leader,Development
429569,Fumiya,Chappelet,1965-01-03,Engineer,Development
429703,Ung,Honglei,1965-01-06,Staff,Human Resources
429756,Jiann,Hofmeyr,1965-01-06,Staff,Finance
429899,Ranan,Marsiglia,1965-01-30,Staff,Marketing
429954,Renny,Gladwell,1965-01-26,Staff,Sales
430054,Erzsebet,Setiz,1965-01-22,Senior Engineer,Development
430558,Xiong,Roisin,1965-01-07,Senior Engineer,Quality Management
430593,Janalee,Lanzelotte,1965-01-19,Senior Staff,Customer Service
430631,Kersti,Marsiglia,1965-01-17,Engineer,Development
430891,Khalil,Gien,1965-01-06,Senior Engineer,Production
430981,Amabile,Koyama,1965-01-24,Staff,Customer Service
431353,Bedir,Reeken,1965-01-22,Senior Staff,Sales
431576,Masamitsu,Back,1965-01-06,Staff,Finance
431657,Visit,Thiran,1965-01-31,Senior Engineer,Development
431759,Alassane,Ramsay,1965-02-01,Engineer,Production
431882,Hideo,Varman,1965-01-21,Engineer,Development
431887,Poorav,Ranst,1965-01-05,Senior Engineer,Development
432031,Adamantios,Matzat,1965-01-11,Staff,Sales
432034,Arfst,Uehara,1965-01-24,Senior Staff,Human Resources
432089,Irena,Gulla,1965-01-17,Senior Engineer,Quality Management
432121,Alair,Straney,1965-01-06,Staff,Customer Service
432257,Kwangjo,Hiltgen,1965-01-20,Engineer,Production
432261,Arve,Bergere,1965-01-30,Engineer,Development
432399,Nitsan,Nollmann,1965-01-19,Senior Engineer,Production
432523,Takahiro,Maquelin,1965-01-21,Engineer,Development
432665,Flemming,Driscoll,1965-01-02,Senior Engineer,Development
432787,Toshiko,Ibel,1965-01-16,Senior Engineer,Development
432890,Nalini,Perly,1965-01-24,Senior Engineer,Production
432956,Qunsheng,Birrer,1965-01-25,Staff,Marketing
433059,Bojan,Montresor,1965-01-02,Staff,Sales
433157,Tomofumi,Serna,1965-01-16,Staff,Sales
433260,Make,Olivero,1965-02-01,Assistant Engineer,Quality Management
433438,Keiichiro,Miyakawa,1965-01-06,Senior Staff,Research
433465,Wonhee,Benveniste,1965-01-12,Senior Staff,Human Resources
433640,Monique,Baer,1965-01-12,Senior Staff,Finance
434384,Greger,Babb,1965-01-28,Senior Staff,Sales
434845,Takushi,Skogmar,1965-01-11,Staff,Sales
434936,Sahrah,Rosis,1965-01-15,Senior Engineer,Development
435026,Shim,Versino,1965-01-14,Senior Engineer,Production
435042,Brigham,Borstler,1965-01-10,Staff,Sales
435060,Moie,Lieblein,1965-01-16,Staff,Sales
435181,Kazuhide,Fiutem,1965-01-16,Senior Staff,Marketing
435226,Yinghua,Panwar,1965-01-12,Senior Staff,Human Resources
435289,Feixiong,Schurmann,1965-01-04,Senior Staff,Marketing
435305,Berthier,Pramanik,1965-01-21,Senior Staff,Sales
435357,Jaques,Standera,1965-01-29,Engineer,Development
435370,Conal,Basart,1965-01-16,Senior Staff,Sales
435588,Genta,Pepe,1965-01-29,Staff,Human Resources
435602,Dietrich,Kranzdorf,1965-01-29,Staff,Sales
435664,Sham,Chiodo,1965-01-02,Senior Engineer,Production
435774,Olivera,Bharadwaj,1965-01-09,Staff,Sales
435791,Hercules,Speer,1965-01-07,Senior Engineer,Quality Management
436558,Subir,Greibach,1965-01-08,Senior Engineer,Development
436797,Ohad,Henders,1965-01-24,Staff,Finance
436827,Wojceich,Limongiello,1965-01-30,Senior Staff,Human Resources
436915,Feixiong,Haraldson,1965-01-13,Staff,Research
437276,Dines,DeMori,1965-01-17,Senior Staff,Finance
437369,Kazuhide,Biran,1965-02-01,Senior Staff,Sales
437395,Sumant,Thambidurai,1965-01-21,Senior Staff,Marketing
437724,Erez,Luft,1965-01-17,Staff,Human Resources
437870,Kerhong,Lorho,1965-01-07,Staff,Customer Service
438038,Lena,Giaccio,1965-01-01,Senior Staff,Marketing
438158,Shaw,Varman,1965-01-19,Senior Engineer,Development
438264,Rasikan,Barreiro,1965-01-19,Senior Staff,Customer Service
438557,Lidong,Swist,1965-01-30,Engineer,Development
438723,Charlene,Verspoor,1965-01-12,Assistant Engineer,Quality Management
439377,Mari,Plessier,1965-01-28,Senior Engineer,Development
439905,Kousuke,Levasseur,1965-01-03,Staff,Customer Service
439924,Gunilla,Kisuki,1965-01-30,Staff,Finance
440325,Douadi,Sullins,1965-01-10,Senior Staff,Sales
440435,Sandeepan,Rosti,1965-01-03,Senior Engineer,Development
440450,Tzvetan,Scharstein,1965-01-16,Staff,Human Resources
440642,Snehasis,Kalsbeek,1965-01-14,Staff,Sales
440870,Filipp,Hasham,1965-01-01,Senior Staff,Customer Service
440937,Fabrizio,Usery,1965-01-18,Staff,Research
440997,Manton,Schapiro,1965-01-01,Senior Staff,Sales
441197,Miquel,Legleitner,1965-01-18,Staff,Sales
441536,Chinho,Collette,1965-01-10,Senior Engineer,Production
441651,Aimee,Billawala,1965-01-07,Engineer,Development
441954,Leszek,Marchegay,1965-01-03,Engineer,Production
441965,Claudi,Heijenga,1965-01-12,Staff,Research
442002,Ravishankar,Baig,1965-01-03,Senior Staff,Sales
442096,Martijn,DiGiano,1965-01-15,Senior Engineer,Production
442312,Zengping,Cusworth,1965-01-05,Engineer,Production
442490,Navid,Luke,1965-01-08,Engineer,Production
442653,Mona,Hebden,1965-01-04,Engineer,Development
442700,Siddarth,Masada,1965-01-06,Staff,Research
442704,Terresa,Milicia,1965-01-07,Engineer,Production
442898,Aksel,Gire,1965-01-07,Engineer,Production
443108,Christfried,Atrawala,1965-01-14,Senior Staff,Finance
443339,Shir,Krone,1965-01-04,Staff,Research
443485,Marke,Klerer,1965-01-23,Senior Staff,Research
443632,Bernd,Conia,1965-01-10,Staff,Sales
443841,Shaw,Kading,1965-01-08,Staff,Sales
443873,Vatsa,Ramsay,1965-01-20,Senior Staff,Marketing
444070,Heping,Skrikant,1965-01-15,Senior Staff,Customer Service
444099,Kousuke,Worfolk,1965-01-28,Senior Staff,Sales
444208,Irena,Cesareni,1965-01-27,Senior Staff,Sales
444228,Xinglin,Busillo,1965-01-23,Senior Engineer,Production
444465,Prasadram,Bultermann,1965-01-13,Senior Engineer,Production
444487,Udi,Rullman,1965-01-03,Senior Engineer,Development
444643,Berna,Schonegge,1965-01-18,Staff,Research
445067,Eldridge,Kawashima,1965-01-28,Senior Engineer,Quality Management
445152,Heping,Peac,1965-01-09,Staff,Research
445201,Randi,Alblas,1965-01-22,Staff,Human Resources
445226,Oscar,Baumann,1965-01-01,Senior Engineer,Production
445456,Apostol,Gruenwald,1965-01-12,Engineer,Production
445514,Tuval,Albarhamtoshy,1965-01-05,Technique Leader,Development
445570,Van,Nations,1965-01-25,Technique Leader,Development
445723,Gaurav,Roison,1965-01-31,Staff,Research
445941,Masako,Dechter,1965-01-11,Technique Leader,Production
445950,Ebru,Valtorta,1965-01-23,Engineer,Quality Management
446121,Fay,Cochrane,1965-01-11,Staff,Sales
446306,Hercules,Kabayashi,1965-01-22,Senior Engineer,Production
446424,DAIDA,Nooteboom,1965-01-16,Engineer,Development
446785,Yuping,Papastamatiou,1965-01-30,Engineer,Quality Management
446897,Takahiro,Dalton,1965-01-22,Technique Leader,Production
446959,Aram,Passino,1965-01-29,Senior Engineer,Development
447018,Dannz,Miara,1965-01-17,Senior Engineer,Production
447135,Gennady,Rouquie,1965-01-31,Senior Staff,Human Resources
447191,Dmitri,Rousseau,1965-01-17,Engineer,Development
447232,Aleksander,Schaaf,1965-01-22,Senior Staff,Sales
447290,Maria,Miculan,1965-01-08,Senior Engineer,Production
447376,Kirk,Zongker,1965-01-07,Staff,Research
447544,Stabislas,Kakkad,1965-01-22,Senior Staff,Sales
447599,Heeju,Kemmerer,1965-01-17,Technique Leader,Development
447613,Paris,Restivo,1965-01-15,Senior Engineer,Development
447877,Make,Heuser,1965-01-13,Senior Engineer,Quality Management
447931,Martijn,Jeong,1965-01-11,Staff,Sales
447966,Kamakshi,Hebert,1965-01-05,Senior Engineer,Production
447982,Shiv,Baezner,1965-01-25,Senior Engineer,Production
447999,Shiv,Vilarrasa,1965-01-05,Senior Engineer,Development
448165,Anyuan,Schwaller,1965-01-07,Staff,Sales
448769,Mong,Dichev,1965-01-18,Technique Leader,Production
448900,Mart,Talmor,1965-01-16,Staff,Sales
448918,Chiradeep,Arlazarov,1965-01-23,Senior Engineer,Production
448994,Haldun,Syang,1965-01-12,Staff,Finance
449189,Jahangir,Bernatsky,1965-01-30,Senior Staff,Sales
449815,Fumitaka,Quittner,1965-01-27,Staff,Research
449966,Mabry,Knightly,1965-01-31,Staff,Marketing
449984,Hinrich,Perin,1965-02-01,Engineer,Development
450184,Selwyn,Henseler,1965-01-11,Senior Engineer,Development
450255,Udo,Waymire,1965-01-31,Technique Leader,Development
450309,Gill,Orlowska,1965-01-08,Technique Leader,Quality Management
450371,Eldridge,Pargaonkar,1965-01-21,Senior Engineer,Production
450421,Selwyn,Munoz,1965-01-25,Engineer,Production
450475,Saeed,Bahl,1965-01-21,Senior Staff,Finance
450510,Boalin,Tramer,1965-01-25,Staff,Finance
450817,DAIDA,Frolund,1965-01-10,Senior Engineer,Quality Management
450888,Sedat,Rande,1965-01-03,Staff,Sales
450934,Chanjung,Raoux,1965-01-23,Senior Engineer,Production
450936,Yuriy,Ponthieu,1965-01-18,Senior Staff,Finance
451253,Jaihie,Ozeri,1965-01-15,Senior Staff,Sales
451272,Jacopo,Krohm,1965-01-02,Senior Engineer,Development
451275,Bedrich,Isard,1965-01-25,Senior Staff,Research
451333,Radhika,Bonifati,1965-01-15,Senior Staff,Human Resources
452137,Subir,Miake,1965-01-15,Engineer,Customer Service
452196,Bartek,Snyers,1965-01-17,Staff,Customer Service
452206,Arra,Esposito,1965-01-22,Staff,Sales
452325,Taiji,Berstel,1965-01-14,Engineer,Development
452347,Shigeichiro,Brattka,1965-01-07,Staff,Sales
452365,Fei,Gadepally,1965-01-05,Assistant Engineer,Development
452956,Gou,Thombley,1965-01-17,Senior Engineer,Customer Service
452957,Alair,Nanard,1965-01-03,Staff,Sales
452970,Mari,Fargier,1965-01-06,Senior Engineer,Production
452982,Lobel,Aloia,1965-01-29,Senior Staff,Marketing
453070,Aran,Rosenbaum,1965-01-06,Staff,Human Resources
453154,Gao,Lally,1965-01-03,Staff,Customer Service
453644,Berni,Takkinen,1965-01-07,Staff,Marketing
453688,Chinya,Leslie,1965-01-24,Engineer,Quality Management
453723,Arne,Kohling,1965-01-15,Engineer,Production
453760,Ewing,Rajala,1965-01-13,Staff,Customer Service
453790,Fai,Keirsey,1965-01-11,Senior Engineer,Development
453913,Stein,Perng,1965-01-23,Staff,Marketing
453996,Sugwoo,Weiland,1965-01-24,Senior Engineer,Quality Management
454338,Mohammed,Georg,1965-01-24,Engineer,Quality Management
454378,Gina,Ossenbruggen,1965-01-06,Technique Leader,Production
454736,Nechama,Ermel,1965-01-24,Engineer,Development
454791,Xiaoqiu,Pietracaprina,1965-01-22,Senior Engineer,Production
454825,Kamakshi,Schusler,1965-01-02,Senior Engineer,Production
454994,Mohan,Picht,1965-01-01,Senior Engineer,Production
455113,Manohar,Rothenberg,1965-01-15,Staff,Human Resources
455175,Soenke,Zaumen,1965-01-14,Staff,Marketing
455243,Khoa,Bahk,1965-01-13,Senior Engineer,Development
455284,Luisa,Baig,1965-01-09,Engineer,Quality Management
455296,Mang,Sundgren,1965-01-01,Engineer,Development
455364,Ranga,Plesums,1965-01-29,Senior Staff,Sales
455415,Weiye,Krohm,1965-01-10,Staff,Sales
455726,Qiwen,Kriebel,1965-01-08,Staff,Sales
455814,Giao,DuCasse,1965-01-28,Senior Engineer,Production
455914,Peer,Angelopoulos,1965-01-01,Senior Engineer,Development
456767,Tetsurou,Schreiter,1965-01-24,Senior Staff,Sales
456824,Aloke,Neiman,1965-01-13,Technique Leader,Development
456982,Shounak,Dratva,1965-01-07,Senior Engineer,Development
457070,Gay,Plavsic,1965-01-25,Staff,Human Resources
457146,Jinpo,Heyers,1965-01-20,Staff,Research
457305,Sorina,Lakshmanan,1965-01-15,Staff,Sales
457337,Xumin,Beidas,1965-01-31,Technique Leader,Quality Management
457411,Xudong,Peck,1965-01-13,Senior Engineer,Development
457489,Berna,Ranst,1965-01-24,Senior Engineer,Production
457611,Indrajit,Krogh,1965-01-09,Engineer,Development
457653,Yakichi,Naumovich,1965-01-21,Technique Leader,Quality Management
457776,Florian,Siepmann,1965-01-15,Engineer,Production
457813,Foong,Gargeya,1965-01-28,Senior Engineer,Production
457832,Jackson,Zielinski,1965-02-01,Senior Engineer,Development
457938,Arch,Picco,1965-01-14,Staff,Marketing
458111,Florian,Tramer,1965-01-23,Engineer,Production
458134,Thanasis,Standera,1965-01-11,Senior Staff,Human Resources
458191,George,Atchley,1965-01-28,Staff,Research
458383,Mabhin,Foote,1965-01-06,Engineer,Development
458726,Shahaf,Kitai,1965-01-13,Senior Staff,Customer Service
458790,Ramya,Azadmanesh,1965-01-17,Senior Engineer,Production
458919,Kaijung,Papadias,1965-01-12,Engineer,Development
459172,Val,Rissanen,1965-01-19,Assistant Engineer,Development
459356,Pramod,Wendorf,1965-01-21,Engineer,Development
459429,Mohit,Verhaegen,1965-01-14,Senior Staff,Sales
459685,Hirochika,Goldhammer,1965-02-01,Engineer,Quality Management
459846,Yuping,Sethi,1965-01-24,Staff,Human Resources
460131,Adly,Hambrick,1965-01-16,Staff,Sales
460691,Munehiko,Gihr,1965-01-16,Senior Staff,Human Resources
460707,Yoshinari,Lanteri,1965-01-07,Senior Engineer,Development
460920,Remzi,Mitzlaff,1965-01-22,Senior Staff,Sales
461120,Shietung,Gelosh,1965-01-18,Senior Engineer,Development
461270,Mrinalini,Mawatari,1965-01-10,Staff,Sales
461563,Sreenivas,Versino,1965-01-29,Senior Staff,Finance
461723,Deborah,Basawa,1965-01-02,Assistant Engineer,Research
461801,Sumali,Cooman,1965-01-03,Senior Staff,Sales
462067,Sampalli,Francisci,1965-01-29,Senior Staff,Marketing
462493,Paloma,Gerlach,1965-01-12,Senior Engineer,Quality Management
462736,Larisa,Murtafg,1965-01-14,Staff,Research
462795,Somnath,Cummings,1965-01-05,Senior Staff,Research
463023,Itzchak,Penn,1965-01-06,Staff,Marketing
463099,Jinxi,Schmiedel,1965-01-15,Senior Staff,Finance
463212,Ramya,Rossi,1965-01-09,Senior Engineer,Quality Management
463472,Jaber,Sethi,1965-01-11,Technique Leader,Customer Service
463495,Alenka,Barriga,1965-01-28,Staff,Human Resources
464284,Huiqun,Henders,1965-01-20,Senior Staff,Sales
464303,Abdelghani,Nyrup,1965-01-22,Staff,Customer Service
464526,Berna,Comellas,1965-01-02,Staff,Research
465062,Stafford,Gist,1965-01-29,Engineer,Production
465076,Tokuyasu,Ghelli,1965-01-19,Senior Engineer,Production
465085,Vidar,Gunderson,1965-01-18,Senior Staff,Customer Service
465409,Shahid,Varman,1965-01-30,Senior Staff,Marketing
465501,Mrinalini,Gire,1965-01-05,Staff,Human Resources
465711,Lakshmi,Frijda,1965-01-06,Engineer,Development
465853,Kwan,Kampfer,1965-01-01,Staff,Human Resources
465874,Herb,Picht,1965-01-12,Engineer,Production
466064,Temple,Danlos,1965-01-31,Senior Staff,Sales
466367,Hiroyasu,Strandh,1965-01-05,Senior Staff,Customer Service
466509,Bezalel,Verhoeff,1965-01-26,Engineer,Development
466603,Yechezkel,Nourani,1965-01-23,Senior Staff,Marketing
466745,Boalin,Birsak,1965-01-26,Senior Staff,Human Resources
466911,Stepehn,Markovitch,1965-01-11,Staff,Customer Service
467176,Przemyslawa,Borovoy,1965-01-05,Staff,Human Resources
467269,Nahum,Lambe,1965-01-18,Technique Leader,Development
467392,Mariusz,Rikino,1965-01-07,Engineer,Production
467441,Margareta,Bondorf,1965-01-13,Engineer,Production
467591,Kiyotoshi,Hennebert,1965-01-17,Staff,Marketing
467886,Sivanarayana,Chandrasekhar,1965-01-02,Senior Staff,Marketing
467918,Tsuneo,Skrikant,1965-01-03,Staff,Customer Service
468360,Huei,Saoudi,1965-01-12,Technique Leader,Development
468417,Kamakshi,Huhdanpaa,1965-01-25,Engineer,Production
468659,Ranga,Lemarechal,1965-01-18,Senior Engineer,Development
468763,Sachin,Zlotek,1965-01-12,Senior Engineer,Production
468773,Baziley,Brookner,1965-01-27,Senior Engineer,Quality Management
469104,Nadjib,Comellas,1965-01-21,Engineer,Quality Management
469253,Baruch,Basawa,1965-01-17,Engineer,Development
469269,Weiyi,Codenie,1965-01-23,Engineer,Production
469366,Aiman,Wilfing,1965-01-12,Senior Engineer,Quality Management
469399,Hongzhu,Ruemmler,1965-01-25,Engineer,Development
469527,Halsur,Ibel,1965-01-24,Staff,Research
469529,Neven,Rikino,1965-01-07,Senior Engineer,Quality Management
469735,Arif,Stranks,1965-01-30,Senior Engineer,Development
469805,Chaosheng,Shobatake,1965-01-21,Senior Staff,Finance
469867,Hein,Jonsson,1965-01-23,Staff,Research
470456,Reuven,Oehlmann,1965-01-13,Senior Staff,Sales
470472,Zhiguo,Staudhammer,1965-02-01,Senior Engineer,Development
471397,Nigel,Zirintsis,1965-02-01,Engineer,Development
471532,Feiyu,Decleir,1965-01-17,Technique Leader,Development
471552,Basem,Lortz,1965-01-22,Staff,Finance
471911,Arun,Zaccaria,1965-01-14,Assistant Engineer,Quality Management
471939,Kazuhiko,Marshall,1965-01-27,Staff,Production
472052,Godehard,Chinal,1965-01-26,Assistant Engineer,Development
472143,Yahiko,Sommen,1965-01-25,Senior Staff,Sales
472238,Jungsoon,Gubsky,1965-01-31,Senior Engineer,Production
472440,Xuejia,Leppanen,1965-01-30,Staff,Human Resources
472790,Zhenbing,Ibel,1965-01-23,Senior Engineer,Development
472950,Weidon,Fordan,1965-01-29,Senior Engineer,Production
473268,Hugo,Sgarro,1965-01-01,Senior Staff,Sales
473299,Khaled,Penn,1965-01-12,Staff,Sales
473490,Pantung,Reeker,1965-01-06,Staff,Research
473824,Shin,Puoti,1965-01-22,Staff,Marketing
473940,Avishai,Majewski,1965-01-16,Engineer,Production
474162,Ung,Taubenfeld,1965-01-31,Engineer,Production
474257,Sungwon,Kornyak,1965-01-24,Staff,Research
474331,Sugwoo,Eugenio,1965-01-29,Senior Staff,Human Resources
474372,Monique,Cyre,1965-01-13,Staff,Finance
474763,Mayuko,Clouatre,1965-01-07,Engineer,Development
474796,Zongyan,Shackel,1965-01-10,Technique Leader,Production
474918,Rasikan,Khalil,1965-01-15,Engineer,Development
475087,Genevieve,Snedden,1965-01-31,Senior Engineer,Production
475258,Fumiyo,Feinberg,1965-01-10,Staff,Production
475538,Christophe,Leaver,1965-01-15,Staff,Human Resources
475938,Shigeaki,Lanteri,1965-01-14,Senior Engineer,Development
475965,Rimon,Pietracaprina,1965-01-02,Engineer,Development
476055,Girolamo,Schlumberger,1965-01-03,Staff,Research
476122,Khun,Spieker,1965-01-04,Engineer,Production
476327,Reinhold,Binkley,1965-01-31,Senior Engineer,Production
476361,Doohun,Preusig,1965-01-09,Technique Leader,Development
476488,Yuping,Kuhnemann,1965-01-30,Technique Leader,Production
477350,Terresa,Vigier,1965-01-01,Staff,Sales
477352,Nikolaos,Lorch,1965-01-12,Engineer,Development
477578,Marit,Paludetto,1965-01-23,Senior Engineer,Development
477969,Bluma,Mundy,1965-01-18,Engineer,Development
